Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable
Measles,Nevada,2003,Male,0,47419,0.0,0.0,7.779,-
Measles,Nevada,2004,Total,0,97107,0.0,0.0,3.799,-
Measles,Nevada,2004,Female,0,49110,0.0,0.0,7.511,-
Measles,Nevada,2004,Male,0,47997,0.0,0.0,7.685,-
Measles,Nevada,2005,Total,0,97802,0.0,0.0,3.772,-
Measles,Nevada,2005,Female,0,49469,0.0,0.0,7.457,-
Measles,Nevada,2005,Male,0,48333,0.0,0.0,7.632,-
Measles,Nevada,2006,Total,0,98334,0.0,0.0,3.751,-
Measles,Nevada,2006,Female,0,49734,0.0,0.0,7.417,-
Measles,Nevada,2006,Male,0,48600,0.0,0.0,7.59,-
Measles,Nevada,2007,Total,0,98480,0.0,0.0,3.746,-
Measles,Nevada,2007,Female,0,49780,0.0,0.0,7.41,-
Measles,Nevada,2007,Male,0,48700,0.0,0.0,7.574,-
Measles,Nevada,2008,Total,0,98680,0.0,0.0,3.738,-
Measles,Nevada,2008,Female,0,49837,0.0,0.0,7.402,-
Measles,Nevada,2008,Male,0,48843,0.0,0.0,7.552,-
Measles,Nevada,2009,Total,0,98432,0.0,0.0,3.748,-
Measles,Nevada,2009,Female,0,49713,0.0,0.0,7.42,-
Measles,Nevada,2009,Male,0,48719,0.0,0.0,7.571,-
Measles,Nevada,2010,Total,0,98625,0.0,0.0,3.74,-
Measles,Nevada,2010,Female,0,49853,0.0,0.0,7.399,-
Measles,Nevada,2010,Male,0,48772,0.0,0.0,7.563,-
Measles,Nevada,2011,Total,0,98591,0.0,0.0,3.742,-
Measles,Nevada,2011,Female,0,49830,0.0,0.0,7.403,-
Measles,Nevada,2011,Male,0,48761,0.0,0.0,7.565,-
Measles,Nevada,2012,Total,0,97920,0.0,0.0,3.767,-
Measles,Nevada,2012,Female,0,49484,0.0,0.0,7.454,-
Measles,Nevada,2012,Male,0,48436,0.0,0.0,7.616,-
Measles,Nevada,2013,Total,0,97808,0.0,0.0,3.771,-
Measles,Nevada,2013,Female,0,49421,0.0,0.0,7.464,-
Measles,Nevada,2013,Male,0,48387,0.0,0.0,7.623,-
Measles,Nevada,2014,Total,0,98235,0.0,0.0,3.755,-
Measles,Nevada,2014,Female,0,49633,0.0,0.0,7.432,-
Measles,Nevada,2014,Male,0,48602,0.0,0.0,7.59,-
Measles,Orange,2001,Total,5,2889908,0.173,0.056,0.404,*
Measles,Orange,2001,Female,4,1456262,0.275,0.075,0.703,*
Measles,Orange,2001,Male,1,1433646,0.07,0.002,0.389,*
Measles,Orange,2002,Total,2,2914438,0.069,0.008,0.248,*
Measles,Orange,2002,Female,0,1469089,0.0,0.0,0.251,-
Measles,Orange,2002,Male,2,1445349,0.138,0.017,0.5,*
Measles,Orange,2003,Total,0,2939719,0.0,0.0,0.125,-
Measles,Orange,2003,Female,0,1482035,0.0,0.0,0.249,-
Measles,Orange,2003,Male,0,1457684,0.0,0.0,0.253,-
Measles,Orange,2004,Total,0,2956482,0.0,0.0,0.125,-
Measles,Orange,2004,Female,0,1490898,0.0,0.0,0.247,-
Measles,Orange,2004,Male,0,1465584,0.0,0.0,0.252,-
Measles,Orange,2005,Total,0,2957151,0.0,0.0,0.125,-
Measles,Orange,2005,Female,0,1491828,0.0,0.0,0.247,-
Measles,Orange,2005,Male,0,1465323,0.0,0.0,0.252,-
Measles,Orange,2006,Total,0,2955433,0.0,0.0,0.125,-
Measles,Orange,2006,Female,0,1491355,0.0,0.0,0.247,-
Measles,Orange,2006,Male,0,1464078,0.0,0.0,0.252,-
Measles,Orange,2007,Total,1,2965823,0.034,0.001,0.188,*
Measles,Orange,2007,Female,1,1496600,0.067,0.002,0.372,*
Measles,Orange,2007,Male,0,1469223,0.0,0.0,0.251,-
Measles,Orange,2008,Total,1,2982788,0.034,0.001,0.187,*
Measles,Orange,2008,Female,1,1505158,0.066,0.002,0.37,*
Measles,Orange,2008,Male,0,1477630,0.0,0.0,0.25,-
Measles,Orange,2009,Total,0,2998816,0.0,0.0,0.123,-
Measles,Orange,2009,Female,0,1512749,0.0,0.0,0.244,-
Measles,Orange,2009,Male,0,1486067,0.0,0.0,0.248,-
Measles,Orange,2010,Total,2,3017248,0.066,0.008,0.239,*
Measles,Orange,2010,Female,1,1524864,0.066,0.002,0.365,*
Measles,Orange,2010,Male,1,1492384,0.067,0.002,0.373,*
Measles,Orange,2011,Total,1,3046513,0.033,0.001,0.183,*
Measles,Orange,2011,Female,0,1539616,0.0,0.0,0.24,-
Measles,Orange,2011,Male,1,1506897,0.066,0.002,0.37,*
Measles,Orange,2012,Total,0,3073540,0.0,0.0,0.12,-
Measles,Orange,2012,Female,0,1553184,0.0,0.0,0.238,-
Measles,Orange,2012,Male,0,1520356,0.0,0.0,0.243,-
Measles,Orange,2013,Total,2,3099463,0.065,0.008,0.233,*
Measles,Orange,2013,Female,1,1566211,0.064,0.002,0.356,*
Measles,Orange,2013,Male,1,1533252,0.065,0.002,0.363,*
Measles,Orange,2014,Total,24,3132681,0.766,0.491,1.14, 
Measles,Orange,2014,Female,11,1583260,0.695,0.347,1.243,*
Measles,Orange,2014,Male,13,1549421,0.839,0.447,1.435,*
Measles,Placer,2001,Total,0,264925,0.0,0.0,1.392,-
Measles,Placer,2001,Female,0,135208,0.0,0.0,2.728,-
Measles,Placer,2001,Male,0,129717,0.0,0.0,2.844,-
Measles,Placer,2002,Total,0,276817,0.0,0.0,1.333,-
Measles,Placer,2002,Female,0,141268,0.0,0.0,2.611,-
Measles,Placer,2002,Male,0,135549,0.0,0.0,2.721,-
Measles,Placer,2003,Total,0,290655,0.0,0.0,1.269,-
Measles,Placer,2003,Female,0,148411,0.0,0.0,2.486,-
Measles,Placer,2003,Male,0,142244,0.0,0.0,2.593,-
Measles,Placer,2004,Total,0,302815,0.0,0.0,1.218,-
Measles,Placer,2004,Female,0,154645,0.0,0.0,2.385,-
Measles,Placer,2004,Male,0,148170,0.0,0.0,2.49,-
Measles,Placer,2005,Total,0,312630,0.0,0.0,1.18,-
Measles,Placer,2005,Female,0,159647,0.0,0.0,2.311,-
Measles,Placer,2005,Male,0,152983,0.0,0.0,2.411,-
Measles,Placer,2006,Total,0,322270,0.0,0.0,1.145,-
Measles,Placer,2006,Female,0,164667,0.0,0.0,2.24,-
Measles,Placer,2006,Male,0,157603,0.0,0.0,2.341,-
Measles,Placer,2007,Total,0,329719,0.0,0.0,1.119,-
Measles,Placer,2007,Female,0,168495,0.0,0.0,2.189,-
Measles,Placer,2007,Male,0,161224,0.0,0.0,2.288,-
Measles,Placer,2008,Total,0,337914,0.0,0.0,1.092,-
Measles,Placer,2008,Female,0,172768,0.0,0.0,2.135,-
Measles,Placer,2008,Male,0,165146,0.0,0.0,2.234,-
Measles,Placer,2009,Total,0,344088,0.0,0.0,1.072,-
Measles,Placer,2009,Female,0,175968,0.0,0.0,2.096,-
Measles,Placer,2009,Male,0,168120,0.0,0.0,2.194,-
Measles,Placer,2010,Total,0,350272,0.0,0.0,1.053,-
Measles,Placer,2010,Female,0,179214,0.0,0.0,2.058,-
Measles,Placer,2010,Male,0,171058,0.0,0.0,2.156,-
Measles,Placer,2011,Total,0,356200,0.0,0.0,1.036,-
Measles,Placer,2011,Female,0,182237,0.0,0.0,2.024,-
Measles,Placer,2011,Male,0,173963,0.0,0.0,2.12,-
Measles,Placer,2012,Total,0,360098,0.0,0.0,1.024,-
Measles,Placer,2012,Female,0,184207,0.0,0.0,2.003,-
Measles,Placer,2012,Male,0,175891,0.0,0.0,2.097,-
Measles,Placer,2013,Total,0,364724,0.0,0.0,1.011,-
Measles,Placer,2013,Female,0,186575,0.0,0.0,1.977,-
Measles,Placer,2013,Male,0,178149,0.0,0.0,2.071,-
Measles,Placer,2014,Total,0,369726,0.0,0.0,0.998,-
Measles,Placer,2014,Female,0,189110,0.0,0.0,1.951,-
Measles,Placer,2014,Male,0,180616,0.0,0.0,2.042,-
Measles,Plumas,2001,Total,0,20706,0.0,0.0,17.814,-
Measles,Plumas,2001,Female,0,10343,0.0,0.0,35.659,-
Measles,Plumas,2001,Male,0,10363,0.0,0.0,35.59,-
Measles,Plumas,2002,Total,0,20695,0.0,0.0,17.823,-
Measles,Plumas,2002,Female,0,10333,0.0,0.0,35.694,-
Measles,Plumas,2002,Male,0,10362,0.0,0.0,35.594,-
Measles,Plumas,2003,Total,0,20747,0.0,0.0,17.779,-
Measles,Plumas,2003,Female,0,10363,0.0,0.0,35.59,-
Measles,Plumas,2003,Male,0,10384,0.0,0.0,35.518,-
Measles,Plumas,2004,Total,0,20899,0.0,0.0,17.649,-
Measles,Plumas,2004,Female,0,10447,0.0,0.0,35.304,-
Measles,Plumas,2004,Male,0,10452,0.0,0.0,35.287,-
Measles,Plumas,2005,Total,0,20859,0.0,0.0,17.683,-
Measles,Plumas,2005,Female,0,10450,0.0,0.0,35.294,-
Measles,Plumas,2005,Male,0,10409,0.0,0.0,35.433,-
Measles,Plumas,2006,Total,0,20710,0.0,0.0,17.81,-
Measles,Plumas,2006,Female,0,10380,0.0,0.0,35.532,-
Measles,Plumas,2006,Male,0,10330,0.0,0.0,35.704,-
Measles,Plumas,2007,Total,0,20596,0.0,0.0,17.909,-
Measles,Plumas,2007,Female,0,10319,0.0,0.0,35.742,-
Measles,Plumas,2007,Male,0,10277,0.0,0.0,35.888,-
Measles,Plumas,2008,Total,0,20368,0.0,0.0,18.11,-
Measles,Plumas,2008,Female,0,10198,0.0,0.0,36.166,-
Measles,Plumas,2008,Male,0,10170,0.0,0.0,36.266,-
Measles,Plumas,2009,Total,0,20063,0.0,0.0,18.385,-
Measles,Plumas,2009,Female,0,10036,0.0,0.0,36.75,-
Measles,Plumas,2009,Male,0,10027,0.0,0.0,36.783,-
Measles,Plumas,2010,Total,0,19904,0.0,0.0,18.532,-
Measles,Plumas,2010,Female,0,9960,0.0,0.0,37.03,-
Measles,Plumas,2010,Male,0,9944,0.0,0.0,37.09,-
Measles,Plumas,2011,Total,0,19950,0.0,0.0,18.489,-
Measles,Plumas,2011,Female,0,9985,0.0,0.0,36.937,-
Measles,Plumas,2011,Male,0,9965,0.0,0.0,37.012,-
Measles,Plumas,2012,Total,0,19906,0.0,0.0,18.53,-
Measles,Plumas,2012,Female,0,9964,0.0,0.0,37.015,-
Measles,Plumas,2012,Male,0,9942,0.0,0.0,37.097,-
Measles,Plumas,2013,Total,0,19792,0.0,0.0,18.636,-
Measles,Plumas,2013,Female,0,9918,0.0,0.0,37.187,-
Measles,Plumas,2013,Male,0,9874,0.0,0.0,37.353,-
Measles,Plumas,2014,Total,0,19687,0.0,0.0,18.736,-
Measles,Plumas,2014,Female,0,9866,0.0,0.0,37.383,-
Measles,Plumas,2014,Male,0,9821,0.0,0.0,37.554,-
Measles,Riverside,2001,Total,1,1622454,0.062,0.002,0.343,*
Measles,Riverside,2001,Female,0,814467,0.0,0.0,0.453,-
Measles,Riverside,2001,Male,1,807987,0.124,0.003,0.69,*
Measles,Riverside,2002,Total,0,1688407,0.0,0.0,0.218,-
Measles,Riverside,2002,Female,0,847762,0.0,0.0,0.435,-
Measles,Riverside,2002,Male,0,840645,0.0,0.0,0.439,-
Measles,Riverside,2003,Total,0,1772427,0.0,0.0,0.208,-
Measles,Riverside,2003,Female,0,890269,0.0,0.0,0.414,-
Measles,Riverside,2003,Male,0,882158,0.0,0.0,0.418,-
Measles,Riverside,2004,Total,0,1856879,0.0,0.0,0.199,-
Measles,Riverside,2004,Female,0,932886,0.0,0.0,0.395,-
Measles,Riverside,2004,Male,0,923993,0.0,0.0,0.399,-
Measles,Riverside,2005,Total,1,1934723,0.052,0.001,0.288,*
Measles,Riverside,2005,Female,0,972165,0.0,0.0,0.379,-
Measles,Riverside,2005,Male,1,962558,0.104,0.003,0.579,*
Measles,Riverside,2006,Total,0,2017350,0.0,0.0,0.183,-
Measles,Riverside,2006,Female,0,1013839,0.0,0.0,0.364,-
Measles,Riverside,2006,Male,0,1003511,0.0,0.0,0.368,-
Measles,Riverside,2007,Total,0,2082656,0.0,0.0,0.177,-
Measles,Riverside,2007,Female,0,1046767,0.0,0.0,0.352,-
Measles,Riverside,2007,Male,0,1035889,0.0,0.0,0.356,-
Measles,Riverside,2008,Total,0,2122920,0.0,0.0,0.174,-
Measles,Riverside,2008,Female,0,1067130,0.0,0.0,0.346,-
Measles,Riverside,2008,Male,0,1055790,0.0,0.0,0.349,-
Measles,Riverside,2009,Total,0,2158399,0.0,0.0,0.171,-
Measles,Riverside,2009,Female,0,1084974,0.0,0.0,0.34,-
Measles,Riverside,2009,Male,0,1073425,0.0,0.0,0.344,-
Measles,Riverside,2010,Total,0,2191919,0.0,0.0,0.168,-
Measles,Riverside,2010,Female,0,1101193,0.0,0.0,0.335,-
Measles,Riverside,2010,Male,0,1090726,0.0,0.0,0.338,-
Measles,Riverside,2011,Total,1,2220269,0.045,0.001,0.251,*
Measles,Riverside,2011,Female,1,1115310,0.09,0.002,0.5,*
Measles,Riverside,2011,Male,0,1104959,0.0,0.0,0.334,-
Measles,Riverside,2012,Total,1,2249045,0.044,0.001,0.248,*
Measles,Riverside,2012,Female,0,1129673,0.0,0.0,0.327,-
Measles,Riverside,2012,Male,1,1119372,0.089,0.002,0.498,*
Measles,Riverside,2013,Total,1,2264569,0.044,0.001,0.246,*
Measles,Riverside,2013,Female,0,1137546,0.0,0.0,0.324,-
Measles,Riverside,2013,Male,1,1127023,0.089,0.002,0.494,*
Measles,Riverside,2014,Total,6,2295298,0.261,0.096,0.569,*
Measles,Riverside,2014,Female,6,1152765,0.52,0.191,1.133,*
Measles,Riverside,2014,Male,0,1142533,0.0,0.0,0.323,-
Measles,Sacramento,2001,Total,0,1265767,0.0,0.0,0.291,-
Measles,Sacramento,2001,Female,0,646848,0.0,0.0,0.57,-
Measles,Sacramento,2001,Male,0,618919,0.0,0.0,0.596,-
Measles,Sacramento,2002,Total,0,1293483,0.0,0.0,0.285,-
Measles,Sacramento,2002,Female,0,660747,0.0,0.0,0.558,-
Measles,Sacramento,2002,Male,0,632736,0.0,0.0,0.583,-
Measles,Sacramento,2003,Total,0,1320963,0.0,0.0,0.279,-
Measles,Sacramento,2003,Female,0,674719,0.0,0.0,0.547,-
Measles,Sacramento,2003,Male,0,646244,0.0,0.0,0.571,-
Measles,Sacramento,2004,Total,0,1342899,0.0,0.0,0.275,-
Measles,Sacramento,2004,Female,0,685863,0.0,0.0,0.538,-
Measles,Sacramento,2004,Male,0,657036,0.0,0.0,0.561,-
Measles,Sacramento,2005,Total,0,1358168,0.0,0.0,0.272,-
Measles,Sacramento,2005,Female,0,693519,0.0,0.0,0.532,-
Measles,Sacramento,2005,Male,0,664649,0.0,0.0,0.555,-
Measles,Sacramento,2006,Total,2,1372275,0.146,0.018,0.526,*
Measles,Sacramento,2006,Female,1,700564,0.143,0.004,0.795,*
Measles,Sacramento,2006,Male,1,671711,0.149,0.004,0.829,*
Measles,Sacramento,2007,Total,0,1388086,0.0,0.0,0.266,-
Measles,Sacramento,2007,Female,0,708444,0.0,0.0,0.521,-
Measles,Sacramento,2007,Male,0,679642,0.0,0.0,0.543,-
Measles,Sacramento,2008,Total,0,1400939,0.0,0.0,0.263,-
Measles,Sacramento,2008,Female,0,714913,0.0,0.0,0.516,-
Measles,Sacramento,2008,Male,0,686026,0.0,0.0,0.538,-
Measles,Sacramento,2009,Total,0,1411403,0.0,0.0,0.261,-
Measles,Sacramento,2009,Female,0,719853,0.0,0.0,0.512,-
Measles,Sacramento,2009,Male,0,691550,0.0,0.0,0.533,-
Measles,Sacramento,2010,Total,0,1420255,0.0,0.0,0.26,-
Measles,Sacramento,2010,Female,0,724678,0.0,0.0,0.509,-
Measles,Sacramento,2010,Male,0,695577,0.0,0.0,0.53,-
Measles,Sacramento,2011,Total,1,1430360,0.07,0.002,0.39,*
Measles,Sacramento,2011,Female,0,729502,0.0,0.0,0.506,-
Measles,Sacramento,2011,Male,1,700858,0.143,0.004,0.795,*
Measles,Sacramento,2012,Total,0,1435118,0.0,0.0,0.257,-
Measles,Sacramento,2012,Female,0,731575,0.0,0.0,0.504,-
Measles,Sacramento,2012,Male,0,703543,0.0,0.0,0.524,-
Measles,Sacramento,2013,Total,0,1445457,0.0,0.0,0.255,-
Measles,Sacramento,2013,Female,0,736595,0.0,0.0,0.501,-
Measles,Sacramento,2013,Male,0,708862,0.0,0.0,0.52,-
Measles,Sacramento,2014,Total,0,1460480,0.0,0.0,0.253,-
Measles,Sacramento,2014,Female,0,744045,0.0,0.0,0.496,-
Measles,Sacramento,2014,Male,0,716435,0.0,0.0,0.515,-
Measles,San Benito,2001,Total,0,54696,0.0,0.0,6.744,-
Measles,San Benito,2001,Female,0,27085,0.0,0.0,13.619,-
Measles,San Benito,2001,Male,0,27611,0.0,0.0,13.359,-
Measles,San Benito,2002,Total,0,55199,0.0,0.0,6.683,-
Measles,San Benito,2002,Female,0,27350,0.0,0.0,13.487,-
Measles,San Benito,2002,Male,0,27849,0.0,0.0,13.245,-
Measles,San Benito,2003,Total,0,55458,0.0,0.0,6.651,-
Measles,San Benito,2003,Female,0,27497,0.0,0.0,13.415,-
Measles,San Benito,2003,Male,0,27961,0.0,0.0,13.192,-
Measles,San Benito,2004,Total,0,55287,0.0,0.0,6.672,-
Measles,San Benito,2004,Female,0,27433,0.0,0.0,13.446,-
Measles,San Benito,2004,Male,0,27854,0.0,0.0,13.243,-
Measles,San Benito,2005,Total,0,55153,0.0,0.0,6.688,-
Measles,San Benito,2005,Female,0,27399,0.0,0.0,13.463,-
Measles,San Benito,2005,Male,0,27754,0.0,0.0,13.29,-
Measles,San Benito,2006,Total,0,54895,0.0,0.0,6.72,-
Measles,San Benito,2006,Female,0,27319,0.0,0.0,13.502,-
Measles,San Benito,2006,Male,0,27576,0.0,0.0,13.376,-
Measles,San Benito,2007,Total,0,55000,0.0,0.0,6.707,-
Measles,San Benito,2007,Female,0,27417,0.0,0.0,13.454,-
Measles,San Benito,2007,Male,0,27583,0.0,0.0,13.373,-
Measles,San Benito,2008,Total,0,55043,0.0,0.0,6.702,-
Measles,San Benito,2008,Female,0,27450,0.0,0.0,13.438,-
Measles,San Benito,2008,Male,0,27593,0.0,0.0,13.368,-
Measles,San Benito,2009,Total,0,55093,0.0,0.0,6.696,-
Measles,San Benito,2009,Female,0,27492,0.0,0.0,13.417,-
Measles,San Benito,2009,Male,0,27601,0.0,0.0,13.364,-
Measles,San Benito,2010,Total,0,55332,0.0,0.0,6.667,-
Measles,San Benito,2010,Female,0,27656,0.0,0.0,13.338,-
Measles,San Benito,2010,Male,0,27676,0.0,0.0,13.328,-
Measles,San Benito,2011,Total,1,55948,1.787,0.045,9.958,*
Measles,San Benito,2011,Female,0,27980,0.0,0.0,13.183,-
Measles,San Benito,2011,Male,1,27968,3.576,0.091,19.92,*
Measles,San Benito,2012,Total,0,56643,0.0,0.0,6.512,-
Measles,San Benito,2012,Female,0,28368,0.0,0.0,13.003,-
Measles,San Benito,2012,Male,0,28275,0.0,0.0,13.046,-
Measles,San Benito,2013,Total,0,57146,0.0,0.0,6.455,-
Measles,San Benito,2013,Female,0,28634,0.0,0.0,12.882,-
Measles,San Benito,2013,Male,0,28512,0.0,0.0,12.937,-
Measles,San Benito,2014,Total,0,57993,0.0,0.0,6.361,-
Measles,San Benito,2014,Female,0,29124,0.0,0.0,12.665,-
Measles,San Benito,2014,Male,0,28869,0.0,0.0,12.777,-
Measles,San Bernardino,2001,Total,1,1763780,0.057,0.001,0.316,*
Measles,San Bernardino,2001,Female,0,885147,0.0,0.0,0.417,-
Measles,San Bernardino,2001,Male,1,878633,0.114,0.003,0.634,*
Measles,San Bernardino,2002,Total,0,1800849,0.0,0.0,0.205,-
Measles,San Bernardino,2002,Female,0,903725,0.0,0.0,0.408,-
Measles,San Bernardino,2002,Male,0,897124,0.0,0.0,0.411,-
Measles,San Bernardino,2003,Total,0,1850075,0.0,0.0,0.199,-
Measles,San Bernardino,2003,Female,0,929010,0.0,0.0,0.397,-
Measles,San Bernardino,2003,Male,0,921065,0.0,0.0,0.401,-
Measles,San Bernardino,2004,Total,0,1900210,0.0,0.0,0.194,-
Measles,San Bernardino,2004,Female,0,954481,0.0,0.0,0.386,-
Measles,San Bernardino,2004,Male,0,945729,0.0,0.0,0.39,-
Measles,San Bernardino,2005,Total,0,1942734,0.0,0.0,0.19,-
Measles,San Bernardino,2005,Female,0,975953,0.0,0.0,0.378,-
Measles,San Bernardino,2005,Male,0,966781,0.0,0.0,0.382,-
Measles,San Bernardino,2006,Total,0,1976767,0.0,0.0,0.187,-
Measles,San Bernardino,2006,Female,0,993098,0.0,0.0,0.371,-
Measles,San Bernardino,2006,Male,0,983669,0.0,0.0,0.375,-
Measles,San Bernardino,2007,Total,0,2002651,0.0,0.0,0.184,-
Measles,San Bernardino,2007,Female,0,1006099,0.0,0.0,0.367,-
Measles,San Bernardino,2007,Male,0,996552,0.0,0.0,0.37,-
Measles,San Bernardino,2008,Total,0,2016526,0.0,0.0,0.183,-
Measles,San Bernardino,2008,Female,0,1012903,0.0,0.0,0.364,-
Measles,San Bernardino,2008,Male,0,1003623,0.0,0.0,0.368,-
Measles,San Bernardino,2009,Total,0,2022319,0.0,0.0,0.182,-
Measles,San Bernardino,2009,Female,0,1015718,0.0,0.0,0.363,-
Measles,San Bernardino,2009,Male,0,1006601,0.0,0.0,0.366,-
Measles,San Bernardino,2010,Total,1,2038518,0.049,0.001,0.273,*
Measles,San Bernardino,2010,Female,0,1025294,0.0,0.0,0.36,-
Measles,San Bernardino,2010,Male,1,1013224,0.099,0.002,0.55,*
Measles,San Bernardino,2011,Total,0,2053077,0.0,0.0,0.18,-
Measles,San Bernardino,2011,Female,0,1032269,0.0,0.0,0.357,-
Measles,San Bernardino,2011,Male,0,1020808,0.0,0.0,0.361,-
Measles,San Bernardino,2012,Total,0,2063867,0.0,0.0,0.179,-
Measles,San Bernardino,2012,Female,0,1037268,0.0,0.0,0.356,-
Measles,San Bernardino,2012,Male,0,1026599,0.0,0.0,0.359,-
Measles,San Bernardino,2013,Total,0,2074080,0.0,0.0,0.178,-
Measles,San Bernardino,2013,Female,0,1041988,0.0,0.0,0.354,-
Measles,San Bernardino,2013,Male,0,1032092,0.0,0.0,0.357,-
Measles,San Bernardino,2014,Total,1,2091618,0.048,0.001,0.266,*
Measles,San Bernardino,2014,Female,1,1050698,0.095,0.002,0.53,*
Measles,San Bernardino,2014,Male,0,1040920,0.0,0.0,0.354,-
Measles,San Diego,2001,Total,5,2870096,0.174,0.057,0.407,*
Measles,San Diego,2001,Female,3,1428113,0.21,0.043,0.614,*
Measles,San Diego,2001,Male,2,1441983,0.139,0.017,0.501,*
Measles,San Diego,2002,Total,0,2910445,0.0,0.0,0.127,-
Measles,San Diego,2002,Female,0,1448213,0.0,0.0,0.255,-
Measles,San Diego,2002,Male,0,1462232,0.0,0.0,0.252,-
Measles,San Diego,2003,Total,1,2943961,0.034,0.001,0.189,*
Measles,San Diego,2003,Female,0,1464994,0.0,0.0,0.252,-
Measles,San Diego,2003,Male,1,1478967,0.068,0.002,0.377,*
Measles,San Diego,2004,Total,0,2963390,0.0,0.0,0.124,-
Measles,San Diego,2004,Female,0,1475094,0.0,0.0,0.25,-
Measles,San Diego,2004,Male,0,1488296,0.0,0.0,0.248,-
Measles,San Diego,2005,Total,2,2970135,0.067,0.008,0.243,*
Measles,San Diego,2005,Female,0,1478773,0.0,0.0,0.249,-
Measles,San Diego,2005,Male,2,1491362,0.134,0.016,0.484,*
Measles,San Diego,2006,Total,1,2982816,0.034,0.001,0.187,*
Measles,San Diego,2006,Female,0,1484896,0.0,0.0,0.248,-
Measles,San Diego,2006,Male,1,1497920,0.067,0.002,0.372,*
Measles,San Diego,2007,Total,0,3014165,0.0,0.0,0.122,-
Measles,San Diego,2007,Female,0,1500220,0.0,0.0,0.246,-
Measles,San Diego,2007,Male,0,1513945,0.0,0.0,0.244,-
Measles,San Diego,2008,Total,12,3051262,0.393,0.203,0.687,*
Measles,San Diego,2008,Female,7,1518655,0.461,0.185,0.95,*
Measles,San Diego,2008,Male,5,1532607,0.326,0.106,0.761,*
Measles,San Diego,2009,Total,1,3077633,0.032,0.001,0.181,*
Measles,San Diego,2009,Female,1,1531512,0.065,0.002,0.364,*
Measles,San Diego,2009,Male,0,1546121,0.0,0.0,0.239,-
Measles,San Diego,2010,Total,5,3102904,0.161,0.052,0.376,*
Measles,San Diego,2010,Female,1,1540578,0.065,0.002,0.362,*
Measles,San Diego,2010,Male,4,1562326,0.256,0.07,0.656,*
Measles,San Diego,2011,Total,4,3125734,0.128,0.035,0.328,*
Measles,San Diego,2011,Female,1,1551409,0.064,0.002,0.359,*
Measles,San Diego,2011,Male,3,1574325,0.191,0.039,0.557,*
Measles,San Diego,2012,Total,0,3153376,0.0,0.0,0.117,-
Measles,San Diego,2012,Female,0,1565261,0.0,0.0,0.236,-
Measles,San Diego,2012,Male,0,1588115,0.0,0.0,0.232,-
Measles,San Diego,2013,Total,2,3176770,0.063,0.008,0.227,*
Measles,San Diego,2013,Female,0,1576787,0.0,0.0,0.234,-
Measles,San Diego,2013,Male,2,1599983,0.125,0.015,0.452,*
Measles,San Diego,2014,Total,6,3212298,0.187,0.069,0.407,*
Measles,San Diego,2014,Female,5,1595079,0.313,0.102,0.732,*
Measles,San Diego,2014,Male,1,1617219,0.062,0.002,0.345,*
Measles,San Francisco,2001,Total,11,782223,1.406,0.702,2.516,*
Measles,San Francisco,2001,Female,0,384805,0.0,0.0,0.959,-
Measles,San Francisco,2001,Male,11,397418,2.768,1.382,4.952,*
Measles,San Francisco,2002,Total,2,783255,0.255,0.031,0.922,*
Measles,San Francisco,2002,Female,0,385350,0.0,0.0,0.957,-
Measles,San Francisco,2002,Male,2,397905,0.503,0.061,1.816,*
Measles,San Francisco,2003,Total,0,781870,0.0,0.0,0.472,-
Measles,San Francisco,2003,Female,0,384643,0.0,0.0,0.959,-
Measles,San Francisco,2003,Male,0,397227,0.0,0.0,0.929,-
Measles,San Francisco,2004,Total,3,780699,0.384,0.079,1.123,*
Measles,San Francisco,2004,Female,2,384174,0.521,0.063,1.881,*
Measles,San Francisco,2004,Male,1,396525,0.252,0.006,1.405,*
Measles,San Francisco,2005,Total,0,779655,0.0,0.0,0.473,-
Measles,San Francisco,2005,Female,0,383701,0.0,0.0,0.961,-
Measles,San Francisco,2005,Male,0,395954,0.0,0.0,0.932,-
Measles,San Francisco,2006,Total,0,782928,0.0,0.0,0.471,-
Measles,San Francisco,2006,Female,0,385444,0.0,0.0,0.957,-
Measles,San Francisco,2006,Male,0,397484,0.0,0.0,0.928,-
Measles,San Francisco,2007,Total,0,791334,0.0,0.0,0.466,-
Measles,San Francisco,2007,Female,0,389778,0.0,0.0,0.946,-
Measles,San Francisco,2007,Male,0,401556,0.0,0.0,0.919,-
Measles,San Francisco,2008,Total,2,798673,0.25,0.03,0.905,*
Measles,San Francisco,2008,Female,1,393420,0.254,0.006,1.416,*
Measles,San Francisco,2008,Male,1,405253,0.247,0.006,1.375,*
Measles,San Francisco,2009,Total,4,801799,0.499,0.136,1.277,*
Measles,San Francisco,2009,Female,1,394990,0.253,0.006,1.411,*
Measles,San Francisco,2009,Male,3,406809,0.737,0.152,2.155,*
Measles,San Francisco,2010,Total,2,806314,0.248,0.03,0.896,*
Measles,San Francisco,2010,Female,1,396251,0.252,0.006,1.406,*
Measles,San Francisco,2010,Male,1,410063,0.244,0.006,1.359,*
Measles,San Francisco,2011,Total,0,813595,0.0,0.0,0.453,-
Measles,San Francisco,2011,Female,0,400054,0.0,0.0,0.922,-
Measles,San Francisco,2011,Male,0,413541,0.0,0.0,0.892,-
