Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable
Measles,Los Angeles,2001,Total,9,9637356,0.093,0.043,0.177,*
Measles,Los Angeles,2001,Female,5,4880972,0.102,0.033,0.239,*
Measles,Los Angeles,2001,Male,4,4756384,0.084,0.023,0.215,*
Measles,Los Angeles,2002,Total,1,9724013,0.01,0.0,0.057,*
Measles,Los Angeles,2002,Female,0,4925059,0.0,0.0,0.075,-
Measles,Los Angeles,2002,Male,1,4798953,0.021,0.001,0.116,*
Measles,Los Angeles,2003,Total,0,9792604,0.0,0.0,0.038,-
Measles,Los Angeles,2003,Female,0,4960444,0.0,0.0,0.074,-
Measles,Los Angeles,2003,Male,0,4832160,0.0,0.0,0.076,-
Measles,Los Angeles,2004,Total,1,9824093,0.01,0.0,0.057,*
Measles,Los Angeles,2004,Female,0,4977473,0.0,0.0,0.074,-
Measles,Los Angeles,2004,Male,1,4846619,0.021,0.001,0.115,*
Measles,Los Angeles,2005,Total,0,9811137,0.0,0.0,0.038,-
Measles,Los Angeles,2005,Female,0,4971912,0.0,0.0,0.074,-
Measles,Los Angeles,2005,Male,0,4839224,0.0,0.0,0.076,-
Measles,Los Angeles,2006,Total,1,9788892,0.01,0.0,0.057,*
Measles,Los Angeles,2006,Female,1,4961211,0.02,0.001,0.112,*
Measles,Los Angeles,2006,Male,0,4827681,0.0,0.0,0.076,-
Measles,Los Angeles,2007,Total,0,9775448,0.0,0.0,0.038,-
Measles,Los Angeles,2007,Female,0,4955000,0.0,0.0,0.074,-
Measles,Los Angeles,2007,Male,0,4820448,0.0,0.0,0.077,-
Measles,Los Angeles,2008,Total,1,9798366,0.01,0.0,0.057,*
Measles,Los Angeles,2008,Female,1,4966464,0.02,0.001,0.112,*
Measles,Los Angeles,2008,Male,0,4831902,0.0,0.0,0.076,-
Measles,Los Angeles,2009,Total,1,9806784,0.01,0.0,0.057,*
Measles,Los Angeles,2009,Female,0,4969936,0.0,0.0,0.074,-
Measles,Los Angeles,2009,Male,1,4836848,0.021,0.001,0.115,*
Measles,Los Angeles,2010,Total,8,9826799,0.081,0.035,0.16,*
Measles,Los Angeles,2010,Female,1,4982072,0.02,0.001,0.112,*
Measles,Los Angeles,2010,Male,7,4844727,0.144,0.058,0.298,*
Measles,Los Angeles,2011,Total,8,9863993,0.081,0.035,0.16,*
Measles,Los Angeles,2011,Female,5,4999643,0.1,0.032,0.233,*
Measles,Los Angeles,2011,Male,3,4864351,0.062,0.013,0.18,*
Measles,Los Angeles,2012,Total,6,9948521,0.06,0.022,0.131,*
Measles,Los Angeles,2012,Female,3,5040999,0.06,0.012,0.174,*
Measles,Los Angeles,2012,Male,3,4907522,0.061,0.013,0.179,*
Measles,Los Angeles,2013,Total,3,10014849,0.03,0.006,0.088,*
Measles,Los Angeles,2013,Female,2,5073236,0.039,0.005,0.142,*
Measles,Los Angeles,2013,Male,1,4941613,0.02,0.001,0.113,*
Measles,Los Angeles,2014,Total,14,10070624,0.139,0.076,0.233,*
Measles,Los Angeles,2014,Female,4,5099884,0.078,0.021,0.201,*
Measles,Los Angeles,2014,Male,10,4970740,0.201,0.096,0.37,*
Measles,Madera,2001,Total,0,126456,0.0,0.0,2.917,-
Measles,Madera,2001,Female,0,65826,0.0,0.0,5.604,-
Measles,Madera,2001,Male,0,60630,0.0,0.0,6.084,-
Measles,Madera,2002,Total,0,128484,0.0,0.0,2.871,-
Measles,Madera,2002,Female,0,66805,0.0,0.0,5.522,-
Measles,Madera,2002,Male,0,61679,0.0,0.0,5.981,-
Measles,Madera,2003,Total,0,132814,0.0,0.0,2.777,-
Measles,Madera,2003,Female,0,68998,0.0,0.0,5.346,-
Measles,Madera,2003,Male,0,63816,0.0,0.0,5.78,-
Measles,Madera,2004,Total,0,136488,0.0,0.0,2.703,-
Measles,Madera,2004,Female,0,70893,0.0,0.0,5.203,-
Measles,Madera,2004,Male,0,65595,0.0,0.0,5.624,-
Measles,Madera,2005,Total,0,139868,0.0,0.0,2.637,-
Measles,Madera,2005,Female,0,72628,0.0,0.0,5.079,-
Measles,Madera,2005,Male,0,67240,0.0,0.0,5.486,-
Measles,Madera,2006,Total,0,143528,0.0,0.0,2.57,-
Measles,Madera,2006,Female,0,74530,0.0,0.0,4.949,-
Measles,Madera,2006,Male,0,68998,0.0,0.0,5.346,-
Measles,Madera,2007,Total,0,146806,0.0,0.0,2.513,-
Measles,Madera,2007,Female,0,76189,0.0,0.0,4.842,-
Measles,Madera,2007,Male,0,70617,0.0,0.0,5.224,-
Measles,Madera,2008,Total,0,149114,0.0,0.0,2.474,-
Measles,Madera,2008,Female,0,77369,0.0,0.0,4.768,-
Measles,Madera,2008,Male,0,71745,0.0,0.0,5.142,-
Measles,Madera,2009,Total,0,150151,0.0,0.0,2.457,-
Measles,Madera,2009,Female,0,77888,0.0,0.0,4.736,-
Measles,Madera,2009,Male,0,72263,0.0,0.0,5.105,-
Measles,Madera,2010,Total,0,151318,0.0,0.0,2.438,-
Measles,Madera,2010,Female,0,78527,0.0,0.0,4.697,-
Measles,Madera,2010,Male,0,72791,0.0,0.0,5.068,-
Measles,Madera,2011,Total,0,152019,0.0,0.0,2.427,-
Measles,Madera,2011,Female,0,78861,0.0,0.0,4.678,-
Measles,Madera,2011,Male,0,73158,0.0,0.0,5.042,-
Measles,Madera,2012,Total,0,151242,0.0,0.0,2.439,-
Measles,Madera,2012,Female,0,78409,0.0,0.0,4.705,-
Measles,Madera,2012,Male,0,72833,0.0,0.0,5.065,-
Measles,Madera,2013,Total,0,152857,0.0,0.0,2.413,-
Measles,Madera,2013,Female,0,79248,0.0,0.0,4.655,-
Measles,Madera,2013,Male,0,73609,0.0,0.0,5.011,-
Measles,Madera,2014,Total,0,154278,0.0,0.0,2.391,-
Measles,Madera,2014,Female,0,79988,0.0,0.0,4.612,-
Measles,Madera,2014,Male,0,74290,0.0,0.0,4.965,-
Measles,Marin,2001,Total,2,247731,0.807,0.098,2.916,*
Measles,Marin,2001,Female,0,125414,0.0,0.0,2.941,-
Measles,Marin,2001,Male,2,122317,1.635,0.198,5.906,*
Measles,Marin,2002,Total,0,247382,0.0,0.0,1.491,-
Measles,Marin,2002,Female,0,125308,0.0,0.0,2.944,-
Measles,Marin,2002,Male,0,122074,0.0,0.0,3.022,-
Measles,Marin,2003,Total,0,247280,0.0,0.0,1.492,-
Measles,Marin,2003,Female,0,125259,0.0,0.0,2.945,-
Measles,Marin,2003,Male,0,122021,0.0,0.0,3.023,-
Measles,Marin,2004,Total,0,246684,0.0,0.0,1.495,-
Measles,Marin,2004,Female,0,124972,0.0,0.0,2.952,-
Measles,Marin,2004,Male,0,121712,0.0,0.0,3.031,-
Measles,Marin,2005,Total,0,246686,0.0,0.0,1.495,-
Measles,Marin,2005,Female,0,124976,0.0,0.0,2.952,-
Measles,Marin,2005,Male,0,121710,0.0,0.0,3.031,-
Measles,Marin,2006,Total,0,247247,0.0,0.0,1.492,-
Measles,Marin,2006,Female,0,125234,0.0,0.0,2.946,-
Measles,Marin,2006,Male,0,122013,0.0,0.0,3.023,-
Measles,Marin,2007,Total,0,248802,0.0,0.0,1.483,-
Measles,Marin,2007,Female,0,126059,0.0,0.0,2.926,-
Measles,Marin,2007,Male,0,122743,0.0,0.0,3.005,-
Measles,Marin,2008,Total,0,250288,0.0,0.0,1.474,-
Measles,Marin,2008,Female,0,126841,0.0,0.0,2.908,-
Measles,Marin,2008,Male,0,123447,0.0,0.0,2.988,-
Measles,Marin,2009,Total,0,251230,0.0,0.0,1.468,-
Measles,Marin,2009,Female,0,127284,0.0,0.0,2.898,-
Measles,Marin,2009,Male,0,123946,0.0,0.0,2.976,-
Measles,Marin,2010,Total,0,252698,0.0,0.0,1.46,-
Measles,Marin,2010,Female,0,128397,0.0,0.0,2.873,-
Measles,Marin,2010,Male,0,124301,0.0,0.0,2.968,-
Measles,Marin,2011,Total,0,254282,0.0,0.0,1.451,-
Measles,Marin,2011,Female,0,129336,0.0,0.0,2.852,-
Measles,Marin,2011,Male,0,124946,0.0,0.0,2.952,-
Measles,Marin,2012,Total,0,253892,0.0,0.0,1.453,-
Measles,Marin,2012,Female,0,128952,0.0,0.0,2.861,-
Measles,Marin,2012,Male,0,124940,0.0,0.0,2.952,-
Measles,Marin,2013,Total,0,255778,0.0,0.0,1.442,-
Measles,Marin,2013,Female,0,130130,0.0,0.0,2.835,-
Measles,Marin,2013,Male,0,125648,0.0,0.0,2.936,-
Measles,Marin,2014,Total,0,258324,0.0,0.0,1.428,-
Measles,Marin,2014,Female,0,131733,0.0,0.0,2.8,-
Measles,Marin,2014,Male,0,126591,0.0,0.0,2.914,-
Measles,Mariposa,2001,Total,0,17269,0.0,0.0,21.359,-
Measles,Mariposa,2001,Female,0,8462,0.0,0.0,43.584,-
Measles,Mariposa,2001,Male,0,8807,0.0,0.0,41.877,-
Measles,Mariposa,2002,Total,0,17461,0.0,0.0,21.124,-
Measles,Mariposa,2002,Female,0,8561,0.0,0.0,43.08,-
Measles,Mariposa,2002,Male,0,8900,0.0,0.0,41.439,-
Measles,Mariposa,2003,Total,0,17764,0.0,0.0,20.764,-
Measles,Mariposa,2003,Female,0,8716,0.0,0.0,42.314,-
Measles,Mariposa,2003,Male,0,9048,0.0,0.0,40.762,-
Measles,Mariposa,2004,Total,0,17872,0.0,0.0,20.638,-
Measles,Mariposa,2004,Female,0,8791,0.0,0.0,41.953,-
Measles,Mariposa,2004,Male,0,9081,0.0,0.0,40.614,-
Measles,Mariposa,2005,Total,0,18057,0.0,0.0,20.427,-
Measles,Mariposa,2005,Female,0,8888,0.0,0.0,41.495,-
Measles,Mariposa,2005,Male,0,9169,0.0,0.0,40.224,-
Measles,Mariposa,2006,Total,0,18244,0.0,0.0,20.218,-
Measles,Mariposa,2006,Female,0,8982,0.0,0.0,41.061,-
Measles,Mariposa,2006,Male,0,9262,0.0,0.0,39.82,-
Measles,Mariposa,2007,Total,0,18376,0.0,0.0,20.072,-
Measles,Mariposa,2007,Female,0,9059,0.0,0.0,40.712,-
Measles,Mariposa,2007,Male,0,9317,0.0,0.0,39.585,-
Measles,Mariposa,2008,Total,0,18385,0.0,0.0,20.063,-
Measles,Mariposa,2008,Female,0,9056,0.0,0.0,40.726,-
Measles,Mariposa,2008,Male,0,9329,0.0,0.0,39.534,-
Measles,Mariposa,2009,Total,0,18281,0.0,0.0,20.177,-
Measles,Mariposa,2009,Female,0,9007,0.0,0.0,40.947,-
Measles,Mariposa,2009,Male,0,9274,0.0,0.0,39.769,-
Measles,Mariposa,2010,Total,0,18194,0.0,0.0,20.273,-
Measles,Mariposa,2010,Female,0,8958,0.0,0.0,41.171,-
Measles,Mariposa,2010,Male,0,9236,0.0,0.0,39.932,-
Measles,Mariposa,2011,Total,0,17973,0.0,0.0,20.522,-
Measles,Mariposa,2011,Female,0,8861,0.0,0.0,41.622,-
Measles,Mariposa,2011,Male,0,9112,0.0,0.0,40.476,-
Measles,Mariposa,2012,Total,0,17959,0.0,0.0,20.538,-
Measles,Mariposa,2012,Female,0,8865,0.0,0.0,41.603,-
Measles,Mariposa,2012,Male,0,9094,0.0,0.0,40.556,-
Measles,Mariposa,2013,Total,0,17890,0.0,0.0,20.618,-
Measles,Mariposa,2013,Female,0,8836,0.0,0.0,41.74,-
Measles,Mariposa,2013,Male,0,9054,0.0,0.0,40.735,-
Measles,Mariposa,2014,Total,0,17864,0.0,0.0,20.648,-
Measles,Mariposa,2014,Female,0,8832,0.0,0.0,41.758,-
Measles,Mariposa,2014,Male,0,9032,0.0,0.0,40.834,-
Measles,Mendocino,2001,Total,0,87140,0.0,0.0,4.233,-
Measles,Mendocino,2001,Female,0,43658,0.0,0.0,8.449,-
Measles,Mendocino,2001,Male,0,43482,0.0,0.0,8.483,-
Measles,Mendocino,2002,Total,0,87507,0.0,0.0,4.215,-
Measles,Mendocino,2002,Female,0,43840,0.0,0.0,8.414,-
Measles,Mendocino,2002,Male,0,43667,0.0,0.0,8.447,-
Measles,Mendocino,2003,Total,0,88017,0.0,0.0,4.191,-
Measles,Mendocino,2003,Female,0,44097,0.0,0.0,8.365,-
Measles,Mendocino,2003,Male,0,43920,0.0,0.0,8.399,-
Measles,Mendocino,2004,Total,0,88239,0.0,0.0,4.18,-
Measles,Mendocino,2004,Female,0,44205,0.0,0.0,8.345,-
Measles,Mendocino,2004,Male,0,44034,0.0,0.0,8.377,-
Measles,Mendocino,2005,Total,0,88016,0.0,0.0,4.191,-
Measles,Mendocino,2005,Female,0,44108,0.0,0.0,8.363,-
Measles,Mendocino,2005,Male,0,43908,0.0,0.0,8.401,-
Measles,Mendocino,2006,Total,0,87584,0.0,0.0,4.212,-
Measles,Mendocino,2006,Female,0,43894,0.0,0.0,8.404,-
Measles,Mendocino,2006,Male,0,43690,0.0,0.0,8.443,-
Measles,Mendocino,2007,Total,0,87646,0.0,0.0,4.209,-
Measles,Mendocino,2007,Female,0,43887,0.0,0.0,8.405,-
Measles,Mendocino,2007,Male,0,43759,0.0,0.0,8.43,-
Measles,Mendocino,2008,Total,0,87782,0.0,0.0,4.202,-
Measles,Mendocino,2008,Female,0,43940,0.0,0.0,8.395,-
Measles,Mendocino,2008,Male,0,43842,0.0,0.0,8.414,-
Measles,Mendocino,2009,Total,0,87569,0.0,0.0,4.212,-
Measles,Mendocino,2009,Female,0,43794,0.0,0.0,8.423,-
Measles,Mendocino,2009,Male,0,43775,0.0,0.0,8.427,-
Measles,Mendocino,2010,Total,0,87917,0.0,0.0,4.196,-
Measles,Mendocino,2010,Female,0,43822,0.0,0.0,8.418,-
Measles,Mendocino,2010,Male,0,44095,0.0,0.0,8.365,-
Measles,Mendocino,2011,Total,3,88048,3.407,0.703,9.957,*
Measles,Mendocino,2011,Female,3,43869,6.838,1.41,19.984,*
Measles,Mendocino,2011,Male,0,44179,0.0,0.0,8.349,-
Measles,Mendocino,2012,Total,0,88550,0.0,0.0,4.166,-
Measles,Mendocino,2012,Female,0,44115,0.0,0.0,8.362,-
Measles,Mendocino,2012,Male,0,44435,0.0,0.0,8.301,-
Measles,Mendocino,2013,Total,1,88281,1.133,0.029,6.311,*
Measles,Mendocino,2013,Female,0,43958,0.0,0.0,8.391,-
Measles,Mendocino,2013,Male,1,44323,2.256,0.057,12.57,*
Measles,Mendocino,2014,Total,0,88545,0.0,0.0,4.166,-
Measles,Mendocino,2014,Female,0,44077,0.0,0.0,8.369,-
Measles,Mendocino,2014,Male,0,44468,0.0,0.0,8.295,-
Measles,Merced,2001,Total,0,217319,0.0,0.0,1.697,-
Measles,Merced,2001,Female,0,108778,0.0,0.0,3.391,-
Measles,Merced,2001,Male,0,108541,0.0,0.0,3.399,-
Measles,Merced,2002,Total,0,222733,0.0,0.0,1.656,-
Measles,Merced,2002,Female,0,111411,0.0,0.0,3.311,-
Measles,Merced,2002,Male,0,111322,0.0,0.0,3.314,-
Measles,Merced,2003,Total,0,229182,0.0,0.0,1.61,-
Measles,Merced,2003,Female,0,114558,0.0,0.0,3.22,-
Measles,Merced,2003,Male,0,114624,0.0,0.0,3.218,-
Measles,Merced,2004,Total,0,235549,0.0,0.0,1.566,-
Measles,Merced,2004,Female,0,117671,0.0,0.0,3.135,-
Measles,Merced,2004,Male,0,117878,0.0,0.0,3.129,-
Measles,Merced,2005,Total,0,240600,0.0,0.0,1.533,-
Measles,Merced,2005,Female,0,120117,0.0,0.0,3.071,-
Measles,Merced,2005,Male,0,120483,0.0,0.0,3.062,-
Measles,Merced,2006,Total,0,245555,0.0,0.0,1.502,-
Measles,Merced,2006,Female,0,122487,0.0,0.0,3.012,-
Measles,Merced,2006,Male,0,123068,0.0,0.0,2.997,-
Measles,Merced,2007,Total,0,249538,0.0,0.0,1.478,-
Measles,Merced,2007,Female,0,124354,0.0,0.0,2.966,-
Measles,Merced,2007,Male,0,125184,0.0,0.0,2.947,-
Measles,Merced,2008,Total,0,251932,0.0,0.0,1.464,-
Measles,Merced,2008,Female,0,125498,0.0,0.0,2.939,-
Measles,Merced,2008,Male,0,126434,0.0,0.0,2.918,-
Measles,Merced,2009,Total,0,254123,0.0,0.0,1.452,-
Measles,Merced,2009,Female,0,126418,0.0,0.0,2.918,-
Measles,Merced,2009,Male,0,127705,0.0,0.0,2.889,-
Measles,Merced,2010,Total,0,255886,0.0,0.0,1.442,-
Measles,Merced,2010,Female,0,127004,0.0,0.0,2.904,-
Measles,Merced,2010,Male,0,128882,0.0,0.0,2.862,-
Measles,Merced,2011,Total,2,259186,0.772,0.093,2.787,*
Measles,Merced,2011,Female,1,128642,0.777,0.02,4.331,*
Measles,Merced,2011,Male,1,130544,0.766,0.019,4.268,*
Measles,Merced,2012,Total,0,261002,0.0,0.0,1.413,-
Measles,Merced,2012,Female,0,129535,0.0,0.0,2.848,-
Measles,Merced,2012,Male,0,131467,0.0,0.0,2.806,-
Measles,Merced,2013,Total,0,262336,0.0,0.0,1.406,-
Measles,Merced,2013,Female,0,130194,0.0,0.0,2.833,-
Measles,Merced,2013,Male,0,132142,0.0,0.0,2.792,-
Measles,Merced,2014,Total,0,265069,0.0,0.0,1.392,-
Measles,Merced,2014,Female,0,131577,0.0,0.0,2.804,-
Measles,Modoc,2006,Male,0,4876,0.0,0.0,75.625,-
Measles,Modoc,2007,Total,0,9590,0.0,0.0,38.458,-
Measles,Modoc,2007,Female,0,4744,0.0,0.0,77.729,-
Measles,Modoc,2007,Male,0,4846,0.0,0.0,76.093,-
Measles,Modoc,2008,Total,0,9623,0.0,0.0,38.327,-
Measles,Modoc,2008,Female,0,4760,0.0,0.0,77.467,-
Measles,Modoc,2008,Male,0,4863,0.0,0.0,75.827,-
Measles,Modoc,2009,Total,0,9632,0.0,0.0,38.291,-
Measles,Modoc,2009,Female,0,4776,0.0,0.0,77.208,-
Measles,Modoc,2009,Male,0,4856,0.0,0.0,75.937,-
Measles,Modoc,2010,Total,0,9649,0.0,0.0,38.223,-
Measles,Modoc,2010,Female,0,4781,0.0,0.0,77.127,-
Measles,Modoc,2010,Male,0,4868,0.0,0.0,75.749,-
Measles,Modoc,2011,Total,0,9568,0.0,0.0,38.547,-
Measles,Modoc,2011,Female,0,4749,0.0,0.0,77.647,-
Measles,Modoc,2011,Male,0,4819,0.0,0.0,76.519,-
Measles,Modoc,2012,Total,0,9516,0.0,0.0,38.758,-
Measles,Modoc,2012,Female,0,4735,0.0,0.0,77.876,-
Measles,Modoc,2012,Male,0,4781,0.0,0.0,77.127,-
Measles,Modoc,2013,Total,0,9485,0.0,0.0,38.884,-
Measles,Modoc,2013,Female,0,4724,0.0,0.0,78.058,-
Measles,Modoc,2013,Male,0,4761,0.0,0.0,77.451,-
Measles,Modoc,2014,Total,0,9417,0.0,0.0,39.165,-
Measles,Modoc,2014,Female,0,4702,0.0,0.0,78.423,-
Measles,Modoc,2014,Male,0,4715,0.0,0.0,78.207,-
Measles,Mono,2001,Total,0,13213,0.0,0.0,27.915,-
Measles,Mono,2001,Female,0,6031,0.0,0.0,61.147,-
Measles,Mono,2001,Male,0,7182,0.0,0.0,51.35,-
Measles,Mono,2002,Total,0,13383,0.0,0.0,27.56,-
Measles,Mono,2002,Female,0,6130,0.0,0.0,60.159,-
Measles,Mono,2002,Male,0,7253,0.0,0.0,50.847,-
Measles,Mono,2003,Total,0,13574,0.0,0.0,27.172,-
Measles,Mono,2003,Female,0,6235,0.0,0.0,59.147,-
Measles,Mono,2003,Male,0,7339,0.0,0.0,50.251,-
Measles,Mono,2004,Total,0,13726,0.0,0.0,26.872,-
Measles,Mono,2004,Female,0,6322,0.0,0.0,58.333,-
Measles,Mono,2004,Male,0,7404,0.0,0.0,49.81,-
Measles,Mono,2005,Total,0,13799,0.0,0.0,26.729,-
Measles,Mono,2005,Female,0,6357,0.0,0.0,58.012,-
Measles,Mono,2005,Male,0,7442,0.0,0.0,49.556,-
Measles,Mono,2006,Total,0,14151,0.0,0.0,26.065,-
Measles,Mono,2006,Female,0,6524,0.0,0.0,56.527,-
Measles,Mono,2006,Male,0,7627,0.0,0.0,48.354,-
Measles,Mono,2007,Total,0,14212,0.0,0.0,25.953,-
Measles,Mono,2007,Female,0,6548,0.0,0.0,56.32,-
Measles,Mono,2007,Male,0,7664,0.0,0.0,48.121,-
Measles,Mono,2008,Total,0,14073,0.0,0.0,26.209,-
Measles,Mono,2008,Female,0,6487,0.0,0.0,56.85,-
Measles,Mono,2008,Male,0,7586,0.0,0.0,48.616,-
Measles,Mono,2009,Total,0,14075,0.0,0.0,26.205,-
Measles,Mono,2009,Female,0,6524,0.0,0.0,56.527,-
Measles,Mono,2009,Male,0,7551,0.0,0.0,48.841,-
Measles,Mono,2010,Total,0,14234,0.0,0.0,25.913,-
Measles,Mono,2010,Female,0,6698,0.0,0.0,55.059,-
Measles,Mono,2010,Male,0,7536,0.0,0.0,48.938,-
Measles,Mono,2011,Total,0,14301,0.0,0.0,25.791,-
Measles,Mono,2011,Female,0,6745,0.0,0.0,54.676,-
Measles,Mono,2011,Male,0,7556,0.0,0.0,48.809,-
Measles,Mono,2012,Total,0,14393,0.0,0.0,25.626,-
Measles,Mono,2012,Female,0,6801,0.0,0.0,54.226,-
Measles,Mono,2012,Male,0,7592,0.0,0.0,48.577,-
Measles,Mono,2013,Total,0,14477,0.0,0.0,25.478,-
Measles,Mono,2013,Female,0,6859,0.0,0.0,53.767,-
Measles,Mono,2013,Male,0,7618,0.0,0.0,48.411,-
Measles,Mono,2014,Total,0,14560,0.0,0.0,25.333,-
Measles,Mono,2014,Female,0,6912,0.0,0.0,53.355,-
Measles,Mono,2014,Male,0,7648,0.0,0.0,48.222,-
Measles,Monterey,2001,Total,1,406264,0.246,0.006,1.371,*
Measles,Monterey,2001,Female,1,196311,0.509,0.013,2.838,*
Measles,Monterey,2001,Male,0,209953,0.0,0.0,1.757,-
Measles,Monterey,2002,Total,0,408599,0.0,0.0,0.903,-
Measles,Monterey,2002,Female,0,197739,0.0,0.0,1.866,-
Measles,Monterey,2002,Male,0,210860,0.0,0.0,1.749,-
Measles,Monterey,2003,Total,0,411941,0.0,0.0,0.895,-
Measles,Monterey,2003,Female,0,199426,0.0,0.0,1.85,-
Measles,Monterey,2003,Male,0,212515,0.0,0.0,1.736,-
Measles,Monterey,2004,Total,0,411121,0.0,0.0,0.897,-
Measles,Monterey,2004,Female,0,199399,0.0,0.0,1.85,-
Measles,Monterey,2004,Male,0,211722,0.0,0.0,1.742,-
Measles,Monterey,2005,Total,0,407974,0.0,0.0,0.904,-
Measles,Monterey,2005,Female,0,198136,0.0,0.0,1.862,-
Measles,Monterey,2005,Male,0,209838,0.0,0.0,1.758,-
Measles,Monterey,2006,Total,0,405877,0.0,0.0,0.909,-
Measles,Monterey,2006,Female,0,197244,0.0,0.0,1.87,-
Measles,Monterey,2006,Male,0,208633,0.0,0.0,1.768,-
Measles,Monterey,2007,Total,0,407896,0.0,0.0,0.904,-
Measles,Monterey,2007,Female,0,198192,0.0,0.0,1.861,-
Measles,Monterey,2007,Male,0,209704,0.0,0.0,1.759,-
Measles,Monterey,2008,Total,0,410877,0.0,0.0,0.898,-
Measles,Monterey,2008,Female,0,199794,0.0,0.0,1.846,-
Measles,Monterey,2008,Male,0,211083,0.0,0.0,1.748,-
Measles,Monterey,2009,Total,0,413590,0.0,0.0,0.892,-
Measles,Monterey,2009,Female,0,201138,0.0,0.0,1.834,-
Measles,Monterey,2009,Male,0,212452,0.0,0.0,1.736,-
Measles,Monterey,2010,Total,0,416263,0.0,0.0,0.886,-
Measles,Monterey,2010,Female,0,202106,0.0,0.0,1.825,-
Measles,Monterey,2010,Male,0,214157,0.0,0.0,1.722,-
Measles,Monterey,2011,Total,0,419905,0.0,0.0,0.878,-
Measles,Monterey,2011,Female,0,203882,0.0,0.0,1.809,-
Measles,Monterey,2011,Male,0,216023,0.0,0.0,1.708,-
Measles,Monterey,2012,Total,0,421465,0.0,0.0,0.875,-
Measles,Monterey,2012,Female,0,204592,0.0,0.0,1.803,-
Measles,Monterey,2012,Male,0,216873,0.0,0.0,1.701,-
Measles,Monterey,2013,Total,1,423943,0.236,0.006,1.314,*
Measles,Monterey,2013,Female,0,205791,0.0,0.0,1.793,-
Measles,Monterey,2013,Male,1,218152,0.458,0.012,2.554,*
Measles,Monterey,2014,Total,2,425365,0.47,0.057,1.698,*
Measles,Monterey,2014,Female,0,206477,0.0,0.0,1.787,-
Measles,Monterey,2014,Male,2,218888,0.914,0.111,3.301,*
Measles,Napa,2001,Total,0,126188,0.0,0.0,2.923,-
Measles,Napa,2001,Female,0,63209,0.0,0.0,5.836,-
Measles,Napa,2001,Male,0,62979,0.0,0.0,5.857,-
Measles,Napa,2002,Total,0,127942,0.0,0.0,2.883,-
Measles,Napa,2002,Female,0,64104,0.0,0.0,5.754,-
Measles,Napa,2002,Male,0,63838,0.0,0.0,5.778,-
Measles,Napa,2003,Total,0,129422,0.0,0.0,2.85,-
Measles,Napa,2003,Female,0,64875,0.0,0.0,5.686,-
Measles,Napa,2003,Male,0,64547,0.0,0.0,5.715,-
Measles,Napa,2004,Total,0,130204,0.0,0.0,2.833,-
Measles,Napa,2004,Female,0,65235,0.0,0.0,5.655,-
Measles,Napa,2004,Male,0,64969,0.0,0.0,5.678,-
Measles,Napa,2005,Total,0,130740,0.0,0.0,2.821,-
Measles,Napa,2005,Female,0,65504,0.0,0.0,5.631,-
Measles,Napa,2005,Male,0,65236,0.0,0.0,5.655,-
Measles,Napa,2006,Total,0,131920,0.0,0.0,2.796,-
Measles,Napa,2006,Female,0,66125,0.0,0.0,5.578,-
Measles,Napa,2006,Male,0,65795,0.0,0.0,5.606,-
Measles,Napa,2007,Total,0,133155,0.0,0.0,2.77,-
Measles,Napa,2007,Female,0,66731,0.0,0.0,5.528,-
Measles,Napa,2007,Male,0,66424,0.0,0.0,5.553,-
Measles,Napa,2008,Total,0,134786,0.0,0.0,2.737,-
Measles,Napa,2008,Female,0,67533,0.0,0.0,5.462,-
Measles,Napa,2008,Male,0,67253,0.0,0.0,5.485,-
Measles,Napa,2009,Total,3,135664,2.211,0.456,6.462,*
Measles,Napa,2009,Female,2,67950,2.943,0.356,10.632,*
Measles,Napa,2009,Male,1,67714,1.477,0.037,8.228,*
Measles,Napa,2010,Total,0,136811,0.0,0.0,2.696,-
Measles,Napa,2010,Female,0,68095,0.0,0.0,5.417,-
Measles,Napa,2010,Male,0,68716,0.0,0.0,5.368,-
Measles,Napa,2011,Total,0,137653,0.0,0.0,2.68,-
Measles,Napa,2011,Female,0,68499,0.0,0.0,5.385,-
Measles,Napa,2011,Male,0,69154,0.0,0.0,5.334,-
Measles,Napa,2012,Total,0,138019,0.0,0.0,2.673,-
Measles,Napa,2012,Female,0,68652,0.0,0.0,5.373,-
Measles,Napa,2012,Male,0,69367,0.0,0.0,5.318,-
Measles,Napa,2013,Total,0,138932,0.0,0.0,2.655,-
Measles,Napa,2013,Female,0,69108,0.0,0.0,5.338,-
Measles,Napa,2013,Male,0,69824,0.0,0.0,5.283,-
Measles,Napa,2014,Total,0,140348,0.0,0.0,2.628,-
Measles,Napa,2014,Female,0,69855,0.0,0.0,5.281,-
Measles,Napa,2014,Male,0,70493,0.0,0.0,5.233,-
Measles,Nevada,2001,Total,0,93515,0.0,0.0,3.945,-
Measles,Nevada,2001,Female,0,47308,0.0,0.0,7.797,-
Measles,Nevada,2001,Male,0,46207,0.0,0.0,7.983,-
Measles,Nevada,2002,Total,0,94580,0.0,0.0,3.9,-
Measles,Nevada,2002,Female,0,47859,0.0,0.0,7.708,-
Measles,Nevada,2002,Male,0,46721,0.0,0.0,7.895,-
Measles,Nevada,2003,Total,0,95974,0.0,0.0,3.844,-
Measles,Nevada,2003,Female,0,48555,0.0,0.0,7.597,-
